Job Title,Job Link,Company,Company Link,Experience Required,Location
Senior Data Scientist - Customer Insights,https://www.naukri.com/job-listings-senior-data-scientist-customer-insights-sensorflow-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-121124502807,Sensorflow,https://www.naukri.com/sensorflow-jobs-careers-6121768,3-7 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Analyst-Data Analytics,https://www.naukri.com/job-listings-analyst-data-analytics-american-express-india-gurugram-3-to-4-years-040625502233,AMERICAN EXPRESS,https://www.naukri.com/american-express-jobs-careers-2256,3-4 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-indian-express-group-noida-1-to-6-years-230125505116,Indian Express,https://www.naukri.com/indian-express-jobs-careers-15596,1-6 Yrs ,Noida 
Walk-In Fresher's /Exp For Global MNCs -MIS/Operations/Data Analyst,https://www.naukri.com/job-listings-walk-in-fresher-s-exp-for-global-mncs-mis-operations-data-analyst-wisdom-bridge-consultants-varanasi-nashik-lucknow-agra-bangalore-rural-faridabad-chennai-bengaluru-mumbai-all-areas-0-to-2-years-170525020016,NA,NA,0-2 Yrs ,"Varanasi, Nashik, Lucknow, Agra, Bangalore Rural, Faridabad, Chennai, Bengaluru, Mumbai (All Areas) "
Data Scientist - Stats,https://www.naukri.com/job-listings-data-scientist-stats-course5-intelligence-gurugram-bengaluru-mumbai-all-areas-3-to-6-years-140425006297,Course5 Intelligence,https://www.naukri.com/course5-intelligence-jobs-careers-183212,3-6 Yrs ,"Hybrid - Gurugram, Bengaluru, Mumbai (All Areas) "
Data Scientist - 2Openings,https://www.naukri.com/job-listings-data-scientist-2openings-r-systems-international-noida-4-to-8-years-090525025849,R Systems International,https://www.naukri.com/r-systems-international-jobs-careers-987,4-8 Yrs ,Hybrid - Noida 
Senior Associate Data Analyst Data & Analytics,https://www.naukri.com/job-listings-senior-associate-data-analyst-data-analytics-pricewaterhouse-coopers-service-delivery-center-kolkata-gurugram-4-to-7-years-170225502647,PwC Service Delivery Center,https://www.naukri.com/pwc-service-delivery-center-jobs-careers-4394,4-7 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-m-s-orange-business-services-gurugram-2-to-3-years-020625502365,Orange Business Services,https://www.naukri.com/orange-business-services-jobs-careers-278141,2-3 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-sp-capital-iq-india-pvt-ltd-gurugram-2-to-7-years-050625913761,S&P Global Market Intelligence,https://www.naukri.com/s-p-global-market-intelligence-jobs-careers-1773,2-7 Yrs ,Gurugram 
Data Scientist - Automotive Research,https://www.naukri.com/job-listings-data-scientist-automotive-research-sp-capital-iq-india-pvt-ltd-gurugram-7-to-11-years-050625920399,S&P Global Market Intelligence,https://www.naukri.com/s-p-global-market-intelligence-jobs-careers-1773,7-11 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-systechcorp-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-261124504702,Systechcorp Inc,https://www.naukri.com/systechcorp-jobs-careers-5045118,3-7 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Sr. Analyst,https://www.naukri.com/job-listings-sr-analyst-merkle-science-mumbai-new-delhi-pune-coimbatore-bengaluru-1-to-6-years-150525501058,Merkle Science,https://www.naukri.com/merkle-science-jobs-careers-6349468,1-6 Yrs ,"New Delhi, Mumbai, Pune, Coimbatore, Bengaluru "
Lead Data scientist / ML Engineer   -- US Client (Analytics),https://www.naukri.com/job-listings-lead-data-scientist-ml-engineer-us-client-analytics-aspyra-hr-services-pune-gurugram-bengaluru-5-to-9-years-220525016596,NA,NA,5-9 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-baba-lease-and-investment-private-limited-delhi-ncr-1-to-3-years-140525024151,Baba Lease And Investment,https://www.naukri.com/baba-lease-and-investment-jobs-careers-6588090,1-3 Yrs ,Delhi / NCR(DaryaGanj +1) 
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-groundtruth-gurugram-4-to-7-years-220525032727,Groundtruth,https://www.naukri.com/groundtruth-jobs-careers-4507698,4-7 Yrs ,Remote 
Data Scientist - LLM / GenAi,https://www.naukri.com/job-listings-data-scientist-llm-genai-response-informatics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-301224502866,Response Informatics,https://www.naukri.com/response-informatics-jobs-careers-4105460,2-6 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Scientist - Python/R,https://www.naukri.com/job-listings-data-scientist-python-r-zorba-consulting-india-pvt-ltd-mumbai-delhi-ncr-bengaluru-6-to-8-years-190525906038,NA,NA,6-8 Yrs ,"Delhi / NCR, Mumbai, Bengaluru "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-leokraft-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-210225503399,NA,NA,3-7 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Project / Sr. Project Engineer - Data Analyst (Process control,https://www.naukri.com/job-listings-project-sr-project-engineer-data-analyst-process-control-speed-engineering-solutions-new-delhi-pune-bengaluru-3-to-5-years-290525915817,Speed Engineering Solutions,https://www.naukri.com/speed-engineering-solutions-jobs-careers-3833096,3-5 Yrs ,"New Delhi, Pune, Bengaluru "
Project / Sr. Project Engineer - Data Analyst,https://www.naukri.com/job-listings-project-sr-project-engineer-data-analyst-speed-engineering-solutions-new-delhi-pune-bengaluru-3-to-5-years-290525915422,Speed Engineering Solutions,https://www.naukri.com/speed-engineering-solutions-jobs-careers-3833096,3-5 Yrs ,"New Delhi, Pune, Bengaluru "
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-chegg-delhi-ncr-5-to-9-years-280525031053,Chegg,https://www.naukri.com/chegg-jobs-careers-84058,5-9 Yrs ,Hybrid - Delhi / NCR 
Data scientist  GEN AI -- US MNC (analytics),https://www.naukri.com/job-listings-data-scientist-gen-ai-us-mnc-analytics-aspyra-hr-services-gurugram-bengaluru-2-to-6-years-210525019835,NA,NA,2-6 Yrs ,"Hybrid - Gurugram, Bengaluru "
Data Scientist I,https://www.naukri.com/job-listings-data-scientist-i-affle-mumbai-gurugram-bengaluru-1-to-5-years-130525504504,Affle,https://www.naukri.com/affle-jobs-careers-127427,1-5 Yrs ,"Mumbai, Gurugram, Bengaluru "
Data Business Analyst,https://www.naukri.com/job-listings-data-business-analyst-capgemini-technology-services-india-limited-gurugram-4-to-9-years-230525922323,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,4-9 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-affle-mumbai-gurugram-bengaluru-2-to-5-years-130525504503,Affle,https://www.naukri.com/affle-jobs-careers-127427,2-5 Yrs ,"Mumbai, Gurugram, Bengaluru "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-preceptors-it-and-business-solutions-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-110724502488,NA,NA,3-6 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data scientist (Banking domain)  || US MNC Analytics Client,https://www.naukri.com/job-listings-data-scientist-banking-domain-us-mnc-analytics-client-aspyra-hr-services-pune-gurugram-bengaluru-3-to-8-years-150525004730,NA,NA,3-8 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-acenet-pune-gurugram-bengaluru-5-to-8-years-080525501550,Acenet,https://www.naukri.com/acenet-jobs-careers-5654610,5-8 Yrs ,"Pune, Gurugram, Bengaluru "
Generative AI Data Engineering,https://www.naukri.com/job-listings-generative-ai-data-engineering-intigniz-solutions-gurugram-3-to-5-years-280225500363,Intigniz Solutions,https://www.naukri.com/intigniz-solutions-jobs-careers-6792881,3-5 Yrs ,Gurugram 
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-synaptic-gurugram-3-to-7-years-270324501262,Synaptic,https://www.naukri.com/synaptic-jobs-careers-3681806,3-7 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-pitney-bowes-india-pvt-ltd-noida-4-to-5-years-040625502047,Pitney Bowes (PBI),https://www.naukri.com/pitney-bowes-pbi-jobs-careers-2700948,4-5 Yrs ,Noida 
Generative AI Solution Architect / Senior Data Scientist,https://www.naukri.com/job-listings-generative-ai-solution-architect-senior-data-scientist-number11-chennai-bengaluru-delhi-ncr-10-to-16-years-030625032699,NA,NA,10-16 Yrs ,"Delhi / NCR, Chennai, Bengaluru "
Data Scientist - Product,https://www.naukri.com/job-listings-data-scientist-product-rapid-canvas-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-061124502921,Rapid Canvas,https://www.naukri.com/rapid-canvas-jobs-careers-7066691,2-5 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-rezo-ai-noida-8-to-13-years-240325504546,Rezo,https://www.naukri.com/rezo-jobs-careers-4306194,8-13 Yrs ,Noida 
"Senior Analyst, Data Engineering",https://www.naukri.com/job-listings-senior-analyst-data-engineering-infobahn-softworld-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-090924502631,Infobahn Softworld,https://www.naukri.com/infobahn-softworld-jobs-careers-751753,2-5 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-six-sails-technologies-faridabad-8-to-12-years-140525027891,Six Sails Technologies,https://www.naukri.com/six-sails-technologies-jobs-careers-6165096,8-12 Yrs ,Remote 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-rapid-canvas-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-150324501826,Rapid Canvas,https://www.naukri.com/rapid-canvas-jobs-careers-7066691,4-9 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-ams-sensor-solutions-panipat-yamunanagar-faridabad-sonipat-gurugram-hisar-8-to-13-years-280325501363,ams OSRAM Group,https://www.naukri.com/ams-osram-group-jobs-careers-1983300,8-13 Yrs ,"Panipat, Yamunanagar, Faridabad, Sonipat, Gurugram, Hisar "
Data Analyst - CHN,https://www.naukri.com/job-listings-data-analyst-chn-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-9-years-300525501737,Photon,https://www.naukri.com/photon-jobs-careers-6946,5-9 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Scientist - Generative AI,https://www.naukri.com/job-listings-senior-data-scientist-generative-ai-neal-analytics-noida-mumbai-pune-chennai-gurugram-bengaluru-5-to-10-years-030625500556,Neal Analytics,https://www.naukri.com/neal-analytics-jobs-careers-3324650,5-10 Yrs ,"Noida, Mumbai, Pune, Chennai, Gurugram, Bengaluru "
Associate Manager Data Analyst,https://www.naukri.com/job-listings-associate-manager-data-analyst-optum-global-solutions-india-private-limited-noida-2-to-6-years-270525929627,Optum,https://www.naukri.com/optum-jobs-careers-126573,2-6 Yrs ,Noida 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-american-express-gurugram-delhi-ncr-1-to-3-years-040625027344,AMERICAN EXPRESS,https://www.naukri.com/american-express-jobs-careers-2256,1-3 Yrs ,"Hybrid - Delhi / NCR, Gurugram "
Data Analytics,https://www.naukri.com/job-listings-data-analytics-statxo-gurugram-2-to-5-years-130924500162,Statxo,https://www.naukri.com/statxo-jobs-careers-4833124,2-5 Yrs ,Gurugram 
Data Scientist Associate,https://www.naukri.com/job-listings-data-scientist-associate-spg-new-delhi-delhi-ncr-2-to-5-years-210525027740,NA,NA,2-5 Yrs ,"New Delhi, Delhi / NCR "
Data Analyst,https://www.naukri.com/job-listings-data-analyst-alt-nrg-new-delhi-delhi-ncr-3-to-8-years-120525014158,NA,NA,3-8 Yrs ,"New Delhi, Delhi / NCR "
Research Data Scientist,https://www.naukri.com/job-listings-research-data-scientist-dunnhumby-india-pvt-ltd-gurugram-2-to-5-years-171024501286,Dunnhumby,https://www.naukri.com/dunnhumby-jobs-careers-637577,2-5 Yrs ,Gurugram 
Data Analyst (Looker Studio) - Gurugram,https://www.naukri.com/job-listings-data-analyst-looker-studio-gurugram-corporate-connections-gurugram-2-to-3-years-070525016297,NA,NA,2-3 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-ryte4u-solutions-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-130525009876,NA,NA,3-8 Yrs ,"Delhi / NCR, Bengaluru, Mumbai (All Areas) "
Data Analyst,https://www.naukri.com/job-listings-data-analyst-fabel-services-pvt-ltd-gurugram-5-to-10-years-210525022133,Fabel Services Pvt Ltd.,https://www.naukri.com/fabel-services-jobs-careers-4985902,5-10 Yrs ,Gurugram(Udyog Vihar Phase 4) 
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-oliver-wyman-gurugram-3-to-7-years-180225501345,Oliver Wyman,https://www.naukri.com/oliver-wyman-jobs-careers-4921818,3-7 Yrs ,Gurugram 
Data Analytics Lead,https://www.naukri.com/job-listings-data-analytics-lead-colt-technology-services-india-private-limited-gurugram-delhi-7-to-12-years-150525007231,Colt Technology Services,https://www.naukri.com/colt-technology-services-jobs-careers-1589440,7-12 Yrs ,"Gurugram, Delhi "
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-marsh-mclennan-global-services-india-private-limited-mmgs-gurugram-6-to-11-years-180225501339,Marsh McLennan Global Services India Private Limited (MMGS),https://www.naukri.com/marsh-india-insurance-brokers-jobs-careers-5117158,6-11 Yrs ,Gurugram 
Lead Data Scientist - Data and Analytics,https://www.naukri.com/job-listings-lead-data-scientist-data-and-analytics-marsh-mclennan-global-services-india-private-limited-gurugram-8-to-12-years-130525926155,Mercer,https://www.naukri.com/mercer-jobs-careers-1042640,8-12 Yrs ,Gurugram 
Associate Director - Data & Analytic,https://www.naukri.com/job-listings-associate-director-data-analytic-iris-solutions-noida-6-to-10-years-220525500535,Iris Solutions,https://www.naukri.com/iris-solutions-jobs-careers-1280986,6-10 Yrs ,Noida 
Sr. Data Scientist,https://www.naukri.com/job-listings-sr-data-scientist-cognitio-analytics-llc-gurugram-3-to-6-years-170425500788,Cognitio Analytics,https://www.naukri.com/cognitio-analytics-jobs-careers-123711029,3-6 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-piwheel-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-030625501730,Piwheel,https://www.naukri.com/piwheel-jobs-careers-124429754,5-10 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Analyst (Retail Analytics),https://www.naukri.com/job-listings-senior-analyst-retail-analytics-logical-hiring-pune-gurugram-bengaluru-3-to-8-years-060625014069,NA,NA,3-8 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-techneplus-noida-3-to-7-years-260924501730,Techneplus Software India,https://www.naukri.com/techneplus-india-jobs-careers-5795782,3-7 Yrs ,Noida 
Sr. Data Scientist,https://www.naukri.com/job-listings-sr-data-scientist-quantified-hr-private-limited-gurugram-5-to-9-years-040924500595,NA,NA,5-9 Yrs ,Gurugram 
GN - SC&O - S&P  Spend Analytics  Senior Data Scientist,https://www.naukri.com/job-listings-gn-sc-o-s-p-spend-analytics-senior-data-scientist-accenture-solutions-pvt-ltd-gurugram-9-to-14-years-120525910783,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,9-14 Yrs ,Gurugram 
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-straive-hyderabad-gurugram-bengaluru-5-to-10-years-270525039440,Straive,https://www.naukri.com/straive-jobs-careers-66705,5-10 Yrs ,"Hybrid - Hyderabad, Gurugram, Bengaluru "
Data Analyst,https://www.naukri.com/job-listings-data-analyst-winzo-games-new-delhi-10-to-15-years-180425503188,Winzo Games,https://www.naukri.com/winzo-games-jobs-careers-124708105,10-15 Yrs ,New Delhi 
Walk-In Fresher's /Exp For Global MNCs -MIS-Analyst/Data-Engineer/Exec,https://www.naukri.com/job-listings-walk-in-fresher-s-exp-for-global-mncs-mis-analyst-data-engineer-exec-wisdom-bridge-consultants-kochi-noida-bhubaneswar-prayagraj-vijayawada-ghaziabad-tiruchirapalli-vadodara-jodhpur-0-to-2-years-170525020359,NA,NA,0-2 Yrs ,"Kochi, Noida, Bhubaneswar, Prayagraj, Vijayawada, Ghaziabad, Tiruchirapalli, Vadodara, Jodhpur "
Research Associate/ Data Analyst,https://www.naukri.com/job-listings-research-associate-data-analyst-datatech-india-new-delhi-0-to-3-years-270325503458,Datatech India,https://www.naukri.com/datatech-india-jobs-careers-4555810,0-3 Yrs ,New Delhi 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-soul-ai-mumbai-delhi-ncr-bengaluru-4-to-8-years-020625903801,Soul Ai,https://www.naukri.com/soul-ai-jobs-careers-124243674,4-8 Yrs ,"Delhi / NCR, Mumbai, Bengaluru "
Data Analyst,https://www.naukri.com/job-listings-data-analyst-manufapp-new-delhi-1-to-3-years-200325504598,Manufapp,https://www.naukri.com/manufapp-jobs-careers-5760574,1-3 Yrs ,New Delhi 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-antino-labs-gurugram-2-to-7-years-050625502104,Antino Labs,https://www.naukri.com/antino-labs-jobs-careers-4501786,2-7 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-magic-infomedia-new-delhi-0-to-2-years-290525504067,NA,NA,0-2 Yrs ,New Delhi 
Data Analyst II,https://www.naukri.com/job-listings-data-analyst-ii-honeywell-gurugram-2-to-7-years-200525021025,Honeywell,https://www.naukri.com/honeywell-jobs-careers-8352,2-7 Yrs ,Gurugram 
Data Analysts,https://www.naukri.com/job-listings-data-analysts-pratyaksh-medical-care-noida-1-to-2-years-020524501260,NA,NA,1-2 Yrs ,Noida 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-inteligenai-gurugram-2-to-4-years-060924500836,NA,NA,2-4 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-maruti-true-value-gurugram-bengaluru-3-to-8-years-310525501658,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,3-8 Yrs ,"Gurugram, Bengaluru "
Data Analyst,https://www.naukri.com/job-listings-data-analyst-winzo-new-delhi-5-to-10-years-200325504585,Winzo,https://www.naukri.com/winzo-jobs-careers-6381960,5-10 Yrs ,New Delhi 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-facts-n-data-noida-3-to-6-years-230424501594,Facts N Data,https://www.naukri.com/facts-n-data-jobs-careers-123919715,3-6 Yrs ,Noida 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-spring-financial-gurugram-3-to-5-years-100425503948,NA,NA,3-5 Yrs ,Gurugram 
"Senior Data Scientist, Product Data & Analytics",https://www.naukri.com/job-listings-senior-data-scientist-product-data-analytics-mastercard-gurugram-6-to-8-years-270325506468,Mastercard,https://www.naukri.com/mastercard-jobs-careers-1698638,6-8 Yrs ,Gurugram 
Data Analytics & Power BI Specialist,https://www.naukri.com/job-listings-data-analytics-power-bi-specialist-pgs-partner-gurugram-5-to-8-years-230525015741,PGS Partner,https://www.naukri.com/pgs-partner-jobs-careers-4977742,5-8 Yrs ,Gurugram 
"Senior Data Scientist, Product Data & Analytics",https://www.naukri.com/job-listings-senior-data-scientist-product-data-analytics-dynamic-yield-by-mastercard-gurugram-6-to-8-years-270325501485,NA,NA,6-8 Yrs ,Gurugram 
Data Engineering and Advanced Analytics Sr Manager,https://www.naukri.com/job-listings-data-engineering-and-advanced-analytics-sr-manager-hitachi-digital-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-7-to-11-years-300425506774,Hitachi Digital Services,https://www.naukri.com/hitachi-digital-services-jobs-careers-1110,7-11 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data bricks SQL Engineer (Pharma/Life Sciences background),https://www.naukri.com/job-listings-data-bricks-sql-engineer-pharma-life-sciences-background-estalvis-advisors-noida-ahmedabad-chennai-5-to-9-years-120525014007,NA,NA,5-9 Yrs ,"Hybrid - Noida, Ahmedabad, Chennai "
DA | Data Analyst at New Delhi,https://www.naukri.com/job-listings-da-data-analyst-at-new-delhi-development-alternatives-new-delhi-2-to-7-years-161024501022,Development Alternatives,https://www.naukri.com/development-alternatives-jobs-careers-1877394,2-7 Yrs ,New Delhi 
Data Scientist AI/ML,https://www.naukri.com/job-listings-data-scientist-ai-ml-persolkelly-india-gurugram-3-to-8-years-280425004878,NA,NA,3-8 Yrs ,Hybrid - Gurugram(Cyber City) 
Data Analyst Intern,https://www.naukri.com/job-listings-data-analyst-intern-the-night-marketer-new-delhi-1-to-3-years-020625502702,The Night Marketer,https://www.naukri.com/the-night-marketer-jobs-careers-3833344,NA,New Delhi 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-kline-company-new-delhi-8-to-13-years-210325501887,Kline & Company,https://www.naukri.com/kline-jobs-careers-2033972,8-13 Yrs ,New Delhi 
Junior data scientist,https://www.naukri.com/job-listings-junior-data-scientist-dhurin-noida-1-to-3-years-291223501124,Dhurin,https://www.naukri.com/dhurin-jobs-careers-124015208,1-3 Yrs ,Noida 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-nits-solutions-new-delhi-gurugram-delhi-ncr-3-to-7-years-121224016141,Nits Solutions,https://www.naukri.com/nits-solutions-jobs-careers-1252330,3-7 Yrs ,"Hybrid - New Delhi, Gurugram, Delhi / NCR "
Data Analytics and AI Intern,https://www.naukri.com/job-listings-data-analytics-and-ai-intern-artify-talent-studio-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-280525501502,Artify Talent Studio,https://www.naukri.com/artify-talent-studio-jobs-careers-4601154,NA,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Associate Data Scientist,https://www.naukri.com/job-listings-associate-data-scientist-zigram-gurugram-3-to-6-years-240225005302,ZIGRAM ,https://www.naukri.com/zigram-jobs-careers-4756940,3-6 Yrs ,Hybrid - Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-hindustan-field-services-gurugram-2-to-3-years-070225015435,Hindustan Field Services,https://www.naukri.com/hindustan-field-services-jobs-careers-587903,2-3 Yrs ,Remote 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-soul-ai-mumbai-delhi-ncr-bengaluru-4-to-8-years-020625916093,Soul Ai,https://www.naukri.com/soul-ai-jobs-careers-124243674,4-8 Yrs ,"Delhi / NCR, Mumbai, Bengaluru "
Freelance Data Analyst (Python) - AI Tutor,https://www.naukri.com/job-listings-freelance-data-analyst-python-ai-tutor-mindrift-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-260525501741,NA,NA,3-8 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-halo-media-works-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-020625502429,Halo Media Works,https://www.naukri.com/halo-media-works-jobs-careers-1724146,1-5 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Scientist - Statistical Analysis,https://www.naukri.com/job-listings-senior-data-scientist-statistical-analysis-infocepts-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-15-to-20-years-040425502486,InfoCepts,https://www.naukri.com/infocepts-jobs-careers-34084,15-20 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-stack-digital-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-020625500507,NA,NA,3-8 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-capco-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-121124502122,Capco,https://www.naukri.com/capco-jobs-careers-114714,4-8 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Audience Data Analyst,https://www.naukri.com/job-listings-audience-data-analyst-american-express-global-business-travel-mumbai-chennai-gurugram-4-to-6-years-310525500607,American Express Global Business Travel,https://www.naukri.com/american-express-global-business-travel-jobs-careers-1818764,4-6 Yrs ,"Mumbai, Chennai, Gurugram "
Data Scientist - Python/R,https://www.naukri.com/job-listings-data-scientist-python-r-zorba-consulting-india-pvt-ltd-new-delhi-6-to-8-years-160525926505,NA,NA,6-8 Yrs ,New Delhi 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-advance-career-solutions-gurugram-6-to-11-years-190525014655,NA,NA,6-11 Yrs ,Gurugram 
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-capco-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-12-years-281123501746,Capco,https://www.naukri.com/capco-jobs-careers-114714,8-12 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-capco-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-12-years-180325505009,Capco,https://www.naukri.com/capco-jobs-careers-114714,8-12 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Lead Data Analyst,https://www.naukri.com/job-listings-lead-data-analyst-optum-global-solutions-india-private-limited-gurugram-4-to-7-years-270525929545,Optum,https://www.naukri.com/optum-jobs-careers-126573,4-7 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-hood-gurugram-3-to-7-years-290923500043,NA,NA,3-7 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-edhitch-com-new-delhi-2-to-5-years-191124505988,NA,NA,2-5 Yrs ,New Delhi 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-mohalla-tech-pvt-ltd-gurugram-0-to-2-years-160525921116,ShareChat,https://www.naukri.com/sharechat-jobs-careers-3441136,0-2 Yrs ,Remote 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-saarthee-gurugram-1-to-6-years-020822500419,Saarthee,https://www.naukri.com/saarthee-jobs-careers-7100385,1-6 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-akhil-systems-gurugram-5-to-8-years-190224500921,Akhil Systems,https://www.naukri.com/akhil-systems-jobs-careers-62462,5-8 Yrs ,Gurugram 
Data Scientist Computer Vision,https://www.naukri.com/job-listings-data-scientist-computer-vision-esri-new-delhi-3-to-7-years-280425504075,Esri India,https://www.naukri.com/esri-india-jobs-careers-1857100,3-7 Yrs ,New Delhi 
